,index,O*NET-SOC Code,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
3879,3879,17-3011.00,21935,They create freehand drawings and lettering to accompany drawings.,Core,,11/2020,Analyst - Transition
3880,3880,17-3011.00,21936,They calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.,Core,,11/2020,Analyst - Transition
3881,3881,17-3011.00,21937,They prepare colored drawings of landscape and interior designs for presentation to client.,Core,,11/2020,Analyst - Transition
3882,3882,17-3011.00,21938,"They calculate weights, volumes, and stress factors and their implications for technical aspects of designs.",Core,,11/2020,Analyst - Transition
3883,3883,17-3011.00,21939,"They plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination.",Supplemental,,11/2020,Analyst - Transition
3884,3884,17-3011.00,21940,"They reproduce drawings on copy machines or trace copies of plans and drawings, using transparent paper or cloth, ink, pencil, and standard drafting instruments.",Supplemental,,11/2020,Analyst - Transition
3885,3885,17-3011.00,21941,"They calculate heat loss and gain of buildings and structures to determine required equipment specifications, following standard procedures.",Supplemental,,11/2020,Analyst - Transition
3886,3886,17-3011.00,21942,"They prepare cost estimates, contracts, bidding documents, and technical reports for specific projects under an architect's or engineer's supervision.",,,11/2020,Analyst
3887,3887,17-3011.00,21943,"They represent architect or engineer on construction site, ensuring builder compliance with design specifications and advising on design corrections, under supervision.",,,11/2020,Analyst
3888,3888,17-3011.00,21944,"They review rough sketches, drawings, specifications, and other engineering data to ensure that they conform to design concepts.",,,11/2020,Analyst
3889,3889,17-3012.00,21945,"They draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",Core,,11/2020,Analyst - Transition
3890,3890,17-3012.00,21946,They assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,Core,,11/2020,Analyst - Transition
3891,3891,17-3012.00,21947,"They consult with engineers to discuss or interpret design concepts, or determine requirements of detailed working drawings.",Core,,11/2020,Analyst - Transition
3892,3892,17-3012.00,21948,They review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,Core,,11/2020,Analyst - Transition
3893,3893,17-3012.00,21949,"They examine electronic schematics and supporting documents to develop, compute, and verify specifications for drafting data, such as configuration of parts, dimensions, or tolerances.",Core,,11/2020,Analyst - Transition
3894,3894,17-3012.00,21950,They confer with engineering staff and other personnel to resolve problems.,Core,,11/2020,Analyst - Transition
3895,3895,17-3012.00,21951,"They draft detail and assembly drawings of design components, circuitry or printed circuit boards, using computer-assisted equipment or standard drafting techniques and devices.",Core,,11/2020,Analyst - Transition
3896,3896,17-3012.00,21952,"They measure factors that affect installation and arrangement of equipment, such as distances to be spanned by wire and cable.",Core,,11/2020,Analyst - Transition
3897,3897,17-3012.00,21953,"They locate files relating to specified design project in database library, load program into computer, and record completed job data.",Core,,11/2020,Analyst - Transition
3898,3898,17-3012.00,21954,"They design electrical systems, such as lighting systems.",Core,,11/2020,Analyst - Transition
3899,3899,17-3012.00,21955,They draw master sketches to scale showing relation of proposed installations to existing facilities and exact specifications and dimensions.,Core,,11/2020,Analyst - Transition
3900,3900,17-3012.00,21956,"They study work order requests to determine type of service, such as lighting or power, demanded by installation.",Core,,11/2020,Analyst - Transition
3901,3901,17-3012.00,21957,"They explain drawings to production or construction teams and provide adjustments, as necessary.",Core,,11/2020,Analyst - Transition
3902,3902,17-3012.00,21958,They review work orders or procedural manuals and confer with vendors or design staff to resolve problems or modify design.,Core,,11/2020,Analyst - Transition
3903,3903,17-3012.00,21959,They reproduce working drawings on copy machines or trace drawings in ink.,Core,,11/2020,Analyst - Transition
3904,3904,17-3012.00,21960,They generate computer tapes of final layout design to produce layered photo masks or photo plotting design onto film.,Supplemental,,11/2020,Analyst - Transition
3905,3905,17-3012.00,21961,They key and program specified commands and engineering specifications into computer system to change functions and test final layout.,Supplemental,,11/2020,Analyst - Transition
3906,3906,17-3012.00,21962,"They supervise and coordinate work activities of workers engaged in drafting, designing layouts, assembling, or testing printed circuit boards.",Supplemental,,11/2020,Analyst - Transition
3907,3907,17-3012.00,21963,"They compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",Supplemental,,11/2020,Analyst - Transition
3908,3908,17-3012.00,21964,"They determine the order of work and the method of presentation, such as orthographic or isometric drawing.",Supplemental,,11/2020,Analyst - Transition
3909,3909,17-3012.00,21965,"They review blueprints to determine customer requirements and consult with assembler regarding schematics, wiring procedures, or conductor paths.",Supplemental,,11/2020,Analyst - Transition
3910,3910,17-3012.00,21966,They visit proposed installation sites and draw rough sketches of location.,Supplemental,,11/2020,Analyst - Transition
3911,3911,17-3012.00,21967,"They select drill size to drill test head, according to test design and specifications, and submit guide layout to designated department.",Supplemental,,11/2020,Analyst - Transition
3912,3912,17-3012.00,21968,They plot electrical test points on layout sheets and draw schematics for wiring test fixture heads to frames.,Supplemental,,11/2020,Analyst - Transition
3913,3913,17-3012.00,21969,They write technical reports and draw charts that display statistics and data.,Supplemental,,11/2020,Analyst - Transition
3914,3914,17-3012.00,21970,They copy drawings of printed circuit board fabrication using print machine or blueprinting procedure.,Supplemental,,11/2020,Analyst - Transition
3915,3915,17-3012.00,21971,"They train students to use drafting machines and to prepare schematic diagrams, block diagrams, control drawings, logic diagrams, integrated circuit drawings, or interconnection diagrams.",Supplemental,,11/2020,Analyst - Transition
3916,3916,17-3012.00,21972,"They prepare and interpret specifications, calculating weights, volumes, or stress factors.",,,11/2020,Analyst
3917,3917,17-3012.00,21973,"They supervise or train other technologists, technicians, or drafters.",,,11/2020,Analyst
3918,3918,17-3012.00,21974,"They use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or t-squares.",,,11/2020,Analyst
3919,3919,17-3013.00,1447,"They develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (cad) equipment.",Core,80.0,07/2017,Incumbent
3920,3927,17-3013.00,1448,"They coordinate with and consult other workers to design, lay out, or detail components and systems and to resolve design or other problems.",Core,81.0,07/2017,Incumbent
3921,3923,17-3013.00,1449,"They review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",Core,81.0,07/2017,Incumbent
3922,3926,17-3013.00,1450,"They compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment.",Core,80.0,07/2017,Incumbent
3923,3929,17-3013.00,1451,They position instructions and comments onto drawings.,Core,81.0,07/2017,Incumbent
3924,3922,17-3013.00,1452,They modify and revise designs to correct operating deficiencies or to reduce production problems.,Core,79.0,07/2017,Incumbent
3925,3925,17-3013.00,1453,"They design scale or full-size blueprints of specialty items, such as furniture and automobile body or chassis components.",Core,81.0,07/2017,Incumbent
3926,3924,17-3013.00,1454,They check dimensions of materials to be used and assign numbers to the materials.,Core,79.0,07/2017,Incumbent
3927,3921,17-3013.00,1455,"They lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines.",Core,80.0,07/2017,Incumbent
3928,3928,17-3013.00,1456,They confer with customer representatives to review schematics and answer questions pertaining to installation of systems.,Core,79.0,07/2017,Incumbent
